text,label
@united its 2015. How can my flight from a major city already be Cancelled Flightled 24 hours before departure due to weather??  Backup planes??,negative
@united Adding reservation to iOS app doesn't show up on desktop site when logged in. And miles can't be redeemed for upgrades thru your app,negative
".@united you should really have that addressed somewhere on the website, find that completely irritating &amp; am unable to take my flight now.",negative
@USAirways Any update on the computer outtage affecting flights? Is this national or just Northeast? ETA on resolution?,neutral
@united Am I illiterate or is there a magic code to make your customer service site work? http://t.co/t4gcKs2bh5,negative
@united thanks for the effort. I can get the earliest. Though I will make a complaint for a refund as I am losing one business day tomorrow,positive
@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood,positive
@AmericanAir I will thank you. What do I do if I can't get through and my flight on hold Cancelled Flights?,neutral
@united Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.,neutral
"@united I'm in Denver, my bag is in San Jose. See something wrong here.",negative
@united yes staff were rude  and unempathetic. I needed jacket and tablet by 4 got at 11. If u take carryons cause plane full.don't lose em!,negative
@united we are the airline that has Cancelled Flightled flights TOMORROW to the NYC area,negative
"@united your website is fucked up. Now instead of a $416 flight I should’ve had yesterday, it’s $514 today. Thanks.",negative
@united Your MileagePlus signup page is broken.,negative
No no no bad airline bad! *bops you with newspaper* “@JetBlue: @maatkare67 We hope you're still our bae! @TatianaKing @thewayoftheid”,negative
"@AmericanAir I have been checking consistently, and called multiple times. As a loyal AA customer, I'm disappointed.",negative
“@JetBlue: Our fleet's on fleek. http://t.co/b5ttno68xu” I just 🙈,neutral
@USAirways @AmericanAir how is it possible that someone is drunk they bring a wheelchair for them but you keep serving them,negative
@USAirways why would you not give us the option to get off the plane instead of sit on it for an hour and a half when you knew at the gate,negative
@SouthwestAir do you do auto callbacks so I don't have to wait on hold?,negative
@United so you jacked out my cousins trip to Portland and then Cancelled Flightled her return trip?! No more United,negative
"@AmericanAir we then had to deplane, and change planes.",neutral
@SouthwestAir How about auto check in for CP holders? Come on.,negative
@SouthwestAir Can a pair of tickets waiting for me after my sports practice? I live here and definitely know where that is! @Imaginedragons,positive
@USAirways FINALLY leaving 4 home from NC. Will lodge respectful complaints!! Mechanical issue after cleared for runway? #5hourwait #nocrew,negative
@SouthwestAir @DeltaPoints hey at least you guys are honest with your customers unlike @Delta,positive
@united I tried 2 DM it would not go thru... not sure why,negative
@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise,negative
@United how is it that I book a flight with a reserved seat and then go to check in and find out I have no seat?  WTF.,negative
.@AmericanAir Hopefully it's all fixed. They've got a new aircraft for us- just waiting to board.,neutral
"@USAirways Also, we are in family crisis &amp; you charge full price for all these flights, PLUS $200 2 change flights, even for emergencies.",negative
@AmericanAir It's not your agents; it's your voice activated system that's not working right. And no email on Cancelled Flightlation. Lots of problems,negative
"@united Nope, still sitting at the gate!",negative
@SouthwestAir DM sent. Thanks for the help!,positive
@united flt 4567 has had two more updates in the last 3 minutes.,neutral
@united can you change DKYDE6 to 4583&gt;36 on 2/23 instead of 3636&gt;606&gt;36; original reservation was for 4404&gt;36 yesterday but was Cancelled Flightled.,neutral
"@united screwed up our reservation- they assigned a new # to just one of us &amp; when they changed our flight, only changed the original #.",negative
@SouthwestAir your phone lines suck. I have a dilemma.,negative
@united lost bag on next flight. Didn't have time to load during the 5 hour delay?Consequence from platinum to gold,negative
@united nice to know that 3 hours of my time is worth $7.99. Free DirectTV for everyone! Ever hear of preventative maintenance?,negative
@VirginAmerica love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee!,positive
@USAirways you have to be crazy! Treated my mom very poorly. Not happy! #usairwaysfail,negative
@USAirways you're the only airline that's not open sooner. It's not a confidence booster.,negative
"@USAirways  A few years ago I lost over 50,000 miles bc I was physically unable to fly during the period.  I submitted a doctor's note.",negative
@usairways  Thank you for allowing me to spend more money on vacation by buying things I already bought.,negative
@JetBlue thanks for making my trip home #MintyFresh next #brandmance flight I'll take more selfies! #LOVE #travel #business,positive
"@JetBlue Yesterday on my way from EWR to FLL just after take-off. :)
#wheelsup #JetBlueSoFly http://t.co/9xkiy0Kq2j",positive
"@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :(",negative
@VirginAmerica thank you! I absolutely will 😎,positive
"@USAirways horrible service, wrong plane arrived, many confirmed passengers could not get on flight we paid for due to lack of seats flight",negative
"@AmericanAir my wife's flight is Cancelled Flightled, told to call. No one answers. How do we book a flight? Help us please",negative
@AmericanAir One hour to check in is 45 minutes too long. MIA FAIL.,negative
@SouthwestAir any particular reason it's 20+ minutes and counting to speak to a human being?,negative
@AmericanAir Let's all have a extraordinary week and make it a year to remember #GoingForGreat 2015 thanks so much American Airlines!!!,positive
@JetBlue they couldn't do it sun then it was supposed to be mon after 6pm then today from 11 to 3 then from 6 to 8,negative
@AmericanAir I don't know who that may be. I was also working from home. Thanks for nothing.,negative
@united is it possible to add a Known Traveler Number to my ticket after Flight Booking Problems?,neutral
"@united Your ""Loyalty Team"" basically flipped me off via phone, but thanks. Maybe Google ""loyalty"" and get back to me? ^LOL",negative
@united Just submitted my response on the link you sent.,neutral
"@AmericanAir for tomorrow some sites show flight 1642 from ewr Cancelled Flightled, is it?",negative
"@USAirways TYVM USAir, Happy Night@ &lt;3",positive
@USAirways Why can't I check in online for a flight tomorrow am?,negative
@united 1591 had wi-fi broken on plane. Had same outage on 1618 on Friday. How can Southwest get it right on every plane but United can't?,negative
@SouthwestAir quick question: let's say I book a flight (I did so) and you then drop the price. Do I get the cheaper rate?,neutral
@VirginAmerica @AmericanAir can u help with flights to get a 2y old battling cancer who needs treatment in 🇺🇸 @FreyaBevan_Fund 💗 🎀 💗,neutral
"@USAirways never let's me down, every. Single. Flight. Gets delayed.",negative
Sir. RT @JetBlue: Our fleet's on fleek. http://t.co/F5IXyw8XyB,negative
@united day 3 of this Saga maybe they'll finally make it home.Intentional or not it not gonna get them back there vacation days #badservice,negative
@JetBlue why was Flight 1856 delayed to Buffalo ?  It’s a direct flight and the plane is at the gate.,negative
"@USAirways Joined Silver Preferred because I heard customer service was so great, pity I was misguided.",negative
@SouthwestAir why can't i reschedule my flight online?,negative
"@AmericanAir 45min wait to get de-iced in Tulsa.Not good service.Looks like everyone will miss connections, not due to weather. Fight is on",negative
@united just tried to log in and was told e-mail log in not currently available,negative
"@USAirways Will tweet all day until I get 
a live cust rep. I will make sure the world knows you don't care about your customers health.",negative
